0.000000000000000000e+00 1.094576200000000110e+00 0.000000000000000000e+00
1.000000000000000000e+01 1.163568195294937713e+00 1.083501180157256105e-01
2.000000000000000000e+01 1.211122718685666122e+00 1.456015711756075692e-01
3.000000000000000000e+01 1.239287438864269841e+00 1.655092275952653180e-01
4.000000000000000000e+01 1.252168864880038424e+00 1.826769609487500223e-01
5.000000000000000000e+01 1.239311918803170931e+00 1.848264306826090941e-01
6.000000000000000000e+01 1.221082454583333421e+00 1.871577327178919337e-01
7.000000000000000000e+01 1.195216512842948831e+00 1.710880501390822095e-01
8.000000000000000000e+01 1.141760420397727405e+00 1.568052148276497249e-01
9.000000000000000000e+01 1.042163078655914177e+00 1.283302245972763878e-01
