ITEM: TIMESTEP
100183
ITEM: NUMBER OF ATOMS
108000
ITEM: BOX BOUNDS pp pp pp
-53.3244 53.3244
-53.3244 53.3244
-53.3244 53.3244
ITEM: ATOMS id type x y z 
3 1 -50.6147 -52.4344 -50.6603 
4 1 -52.4429 -50.6403 -50.6501 
2 2 -50.6969 -50.7147 -52.4484 
1 1 -52.4461 -52.4662 -52.4377 
8 2 -48.8337 -50.6449 -50.7052 
5 2 -48.9167 -52.4232 -52.4799 
6 1 -47.0898 -50.6639 -52.4641 
7 1 -47.1133 -52.4409 -50.7312 
12 1 -45.3195 -50.6599 -50.6986 
10 1 -43.5231 -50.6653 -52.4948 
11 1 -43.5313 -52.421 -50.7072 
9 2 -45.3135 -52.44 -52.498 
16 2 -41.8119 -50.6468 -50.6167 
20 1 -38.1888 -50.6648 -50.6729 
15 2 -39.9438 -52.4472 -50.6751 
14 2 -39.959 -50.6719 -52.4257 
17 1 -38.1625 -52.4199 -52.4087 
13 2 -41.736 -52.4283 -52.5269 
19 2 -36.4117 -52.4353 -50.6341 
24 1 -34.6709 -50.6505 -50.6762 
18 2 -36.443 -50.601 -52.4429 
21 2 -34.6589 -52.4355 -52.393 
28 2 -31.1154 -50.6273 -50.6721 
22 2 -32.8942 -50.6067 -52.4111 
23 1 -32.8454 -52.4405 -50.6735 
25 2 -31.1163 -52.4579 -52.46 
32 1 -27.5486 -50.6299 -50.7498 
27 1 -29.3792 -52.4106 -50.6785 
26 2 -29.3506 -50.698 -52.4682 
29 2 -27.5521 -52.5031 -52.4374 
36 2 -23.9786 -50.6245 -50.6134 
31 1 -25.7637 -52.3913 -50.6765 
33 2 -23.9851 -52.456 -52.4185 
30 2 -25.7189 -50.6615 -52.4533 
40 1 -20.4516 -50.6584 -50.6576 
37 1 -20.4617 -52.432 -52.4446 
35 1 -22.2534 -52.4108 -50.6303 
34 1 -22.271 -50.6606 -52.4657 
44 1 -16.8886 -50.6191 -50.7036 
39 1 -18.6556 -52.4247 -50.6649 
38 2 -18.7099 -50.6747 -52.4505 
41 1 -16.8869 -52.4394 -52.4359 
42 2 -15.0885 -50.7003 -52.4345 
46 2 -11.5081 -50.7248 -52.4498 
48 1 -13.2965 -50.6757 -50.6966 
47 1 -11.5339 -52.4652 -50.6763 
43 1 -15.1239 -52.4874 -50.6981 
45 1 -13.3239 -52.4888 -52.4553 
52 1 -9.78132 -50.6944 -50.6387 
51 2 -7.98298 -52.423 -50.6752 
49 1 -9.72988 -52.4683 -52.4883 
50 1 -7.98835 -50.6957 -52.4562 
56 1 -6.19603 -50.7106 -50.6272 
54 2 -4.46875 -50.7122 -52.4143 
55 1 -4.43742 -52.4609 -50.6187 
53 1 -6.22144 -52.4649 -52.4576 
58 2 -0.888326 -50.6538 -52.3978 
60 1 -2.67348 -50.6632 -50.6617 
59 1 -0.836796 -52.4888 -50.6674 
57 1 -2.63576 -52.4332 -52.4479 
63 1 -50.6379 -48.9164 -50.6766 
61 2 -52.4514 -48.8867 -52.4259 
62 2 -50.713 -47.1139 -52.3944 
64 1 -52.4617 -47.1326 -50.6516 
67 1 -47.0939 -48.8532 -50.6713 
68 2 -48.9005 -47.0858 -50.691 
65 1 -48.9184 -48.8691 -52.4367 
66 2 -47.0731 -47.1439 -52.4603 
71 1 -43.577 -48.8824 -50.6749 
72 2 -45.3405 -47.0947 -50.6889 
70 1 -43.5484 -47.1217 -52.4504 
69 2 -45.3012 -48.8821 -52.4813 
73 1 -41.744 -48.9305 -52.4481 
75 1 -40.0263 -48.8849 -50.6652 
77 1 -38.2263 -48.8563 -52.4397 
76 2 -41.7935 -47.1269 -50.6789 
80 1 -38.2541 -47.1008 -50.6818 
74 2 -40.0406 -47.1275 -52.4418 
79 1 -36.4231 -48.8418 -50.6796 
84 2 -34.6324 -47.0856 -50.6589 
81 1 -34.6561 -48.8405 -52.4787 
78 2 -36.4424 -47.0785 -52.4388 
83 2 -32.9055 -48.8625 -50.7045 
85 1 -31.1161 -48.8992 -52.4813 
88 1 -31.1119 -47.1022 -50.6599 
82 1 -32.8978 -47.0999 -52.4741 
87 2 -29.3515 -48.897 -50.7127 
86 2 -29.3443 -47.1283 -52.4189 
92 1 -27.5464 -47.1698 -50.7141 
89 2 -27.5233 -48.9027 -52.535 
91 2 -25.7136 -48.879 -50.6765 
96 1 -23.98 -47.101 -50.6655 
90 1 -25.7717 -47.1261 -52.448 
93 1 -23.972 -48.8875 -52.456 
95 1 -22.2177 -48.8615 -50.6467 
94 2 -22.214 -47.1083 -52.4622 
100 1 -20.4269 -47.0747 -50.6365 
97 1 -20.4544 -48.8836 -52.4426 
99 2 -18.7119 -48.9035 -50.6375 
98 1 -18.6817 -47.0979 -52.4166 
104 1 -16.8791 -47.1609 -50.6604 
101 2 -16.9139 -48.8698 -52.4701 
103 2 -15.0475 -48.9171 -50.6624 
107 1 -11.5175 -48.9214 -50.6627 
105 1 -13.3034 -48.8706 -52.452 
108 1 -13.3404 -47.1099 -50.6756 
106 2 -11.5029 -47.0791 -52.3867 
102 2 -15.1304 -47.0693 -52.4543 
111 1 -7.98531 -48.9098 -50.6467 
109 1 -9.7921 -48.9064 -52.4549 
112 1 -9.74866 -47.1089 -50.6423 
110 1 -7.98969 -47.1087 -52.4391 
115 1 -4.44166 -48.8778 -50.669 
113 1 -6.19359 -48.9036 -52.4203 
116 1 -6.21727 -47.1009 -50.6547 
114 2 -4.48256 -47.079 -52.4462 
119 2 -0.917231 -48.8937 -50.6319 
120 1 -2.65395 -47.112 -50.6815 
118 2 -0.819687 -47.1062 -52.4262 
